"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)"
"AECO FIN BASIS - ICE FUTURES ENERGY DIV",240123,2024-01-23,023396,IFED,01,023 ,  913843,   18688,   33980,    4542,  879291,  871922,  902521,  910444,   11322,    3399,  913843,   18688,   33980,    4542,  879291,  871922,  902521,  910444,   11322,    3399,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    6955,    1468,   -2079,    -186,    8015,    9959,    9297,    7694,   -2342,    -739,  100.0,    2.0,    3.7,    0.5,   96.2,   95.4,   98.8,   99.6,    1.2,    0.4,  100.0,    2.0,    3.7,    0.5,   96.2,   95.4,   98.8,   99.6,    1.2,    0.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     53,      4,      3,      5,     39,     31,     46,     37,     53,      4,      3,      5,     39,     31,     46,     37,      0,      0,      0,      0,      0,      0,      0,      0,    44.9,    49.7,    65.7,    78.8,    37.3,    48.8,    53.2,    71.2,    44.9,    49.7,    65.7,    78.8,    37.3,    48.8,    53.2,    71.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023396","IFED","023 "
"AECO FIN BASIS - ICE FUTURES ENERGY DIV",240116,2024-01-16,023396,IFED,01,023 ,  906888,   17220,   36059,    4728,  871276,  861963,  893224,  902750,   13664,    4138,  906888,   17220,   36059,    4728,  871276,  861963,  893224,  902750,   13664,    4138,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    3026,   -5916,     954,     384,    5016,    1897,    -516,    3235,    3542,    -209,  100.0,    1.9,    4.0,    0.5,   96.1,   95.0,   98.5,   99.5,    1.5,    0.5,  100.0,    1.9,    4.0,    0.5,   96.1,   95.0,   98.5,   99.5,    1.5,    0.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     53,      3,      4,      5,     39,     30,     46,     36,     53,      3,      4,      5,     39,     30,     46,     36,      0,      0,      0,      0,      0,      0,      0,      0,    44.7,    50.0,    65.6,    79.4,    37.4,    49.2,    53.9,    72.2,    44.7,    50.0,    65.6,    79.4,    37.4,    49.2,    53.9,    72.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023396","IFED","023 "
"AECO FIN BASIS - ICE FUTURES ENERGY DIV",240109,2024-01-09,023396,IFED,01,023 ,  903862,   23136,   35105,    4344,  866260,  860066,  893740,  899515,   10122,    4347,  903862,   23136,   35105,    4344,  866260,  860066,  893740,  899515,   10122,    4347,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -33987,   -3141,    5984,   -1046,  -27700,  -39260,  -31887,  -34322,   -2100,     335,  100.0,    2.6,    3.9,    0.5,   95.8,   95.2,   98.9,   99.5,    1.1,    0.5,  100.0,    2.6,    3.9,    0.5,   95.8,   95.2,   98.9,   99.5,    1.1,    0.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     55,      5,      4,      4,     39,     30,     47,     36,     55,      5,      4,      4,     39,     30,     47,     36,      0,      0,      0,      0,      0,      0,      0,      0,    44.4,    50.3,    65.4,    80.0,    37.9,    49.1,    54.3,    72.3,    44.4,    50.3,    65.4,    80.0,    37.9,    49.1,    54.3,    72.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023396","IFED","023 "
"AECO FIN BASIS - ICE FUTURES ENERGY DIV",240102,2024-01-02,023396,IFED,01,023 ,  937849,   26277,   29121,    5390,  893960,  899326,  925627,  933837,   12222,    4012,  937849,   26277,   29121,    5390,  893960,  899326,  925627,  933837,   12222,    4012,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    3514,   -1086,     353,     127,    1752,    2637,     793,    3117,    2721,     397,  100.0,    2.8,    3.1,    0.6,   95.3,   95.9,   98.7,   99.6,    1.3,    0.4,  100.0,    2.8,    3.1,    0.6,   95.3,   95.9,   98.7,   99.6,    1.3,    0.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     58,      6,      4,      5,     39,     32,     48,     39,     58,      6,      4,      5,     39,     32,     48,     39,      0,      0,      0,      0,      0,      0,      0,      0,    43.9,    50.9,    64.6,    80.6,    38.4,    49.7,    54.6,    72.0,    43.9,    50.9,    64.6,    80.6,    38.4,    49.7,    54.6,    72.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023396","IFED","023 "
"CHICAGO FIN BASIS - ICE FUTURES ENERGY DIV",240213,2024-02-13,023397,IFED,01,023 ,  321856,   12030,   27383,    5480,  296895,  279394,  314405,  312257,    7451,    9599,  321856,   12030,   27383,    5480,  296895,  279394,  314405,  312257,    7451,    9599,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   15745,     146,    5719,    -619,   15934,   11158,   15461,   16258,     284,    -513,  100.0,    3.7,    8.5,    1.7,   92.2,   86.8,   97.7,   97.0,    2.3,    3.0,  100.0,    3.7,    8.5,    1.7,   92.2,   86.8,   97.7,   97.0,    2.3,    3.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     59,      7,      4,      4,     40,     33,     48,     40,     59,      7,      4,      4,     40,     33,     48,     40,      0,      0,      0,      0,      0,      0,      0,      0,    42.1,    43.8,    58.1,    66.7,    42.1,    40.9,    54.0,    59.0,    42.1,    43.8,    58.1,    66.7,    42.1,    40.9,    54.0,    59.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023397","IFED","023 "
"CHICAGO FIN BASIS - ICE FUTURES ENERGY DIV",240206,2024-02-06,023397,IFED,01,023 ,  306111,   11884,   21664,    6099,  280961,  268236,  298944,  295999,    7167,   10112,  306111,   11884,   21664,    6099,  280961,  268236,  298944,  295999,    7167,   10112,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -23286,   -3459,     539,    -531,  -21515,  -25641,  -25505,  -25633,    2219,    2347,  100.0,    3.9,    7.1,    2.0,   91.8,   87.6,   97.7,   96.7,    2.3,    3.3,  100.0,    3.9,    7.1,    2.0,   91.8,   87.6,   97.7,   96.7,    2.3,    3.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     55,      6,      3,      4,     37,     31,     44,     37,     55,      6,      3,      4,     37,     31,     44,     37,      0,      0,      0,      0,      0,      0,      0,      0,    42.6,    42.8,    58.7,    66.8,    42.6,    39.7,    54.8,    60.0,    42.6,    42.8,    58.7,    66.8,    42.6,    39.7,    54.8,    60.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023397","IFED","023 "
"CHICAGO FIN BASIS - ICE FUTURES ENERGY DIV",240130,2024-01-30,023397,IFED,01,023 ,  329397,   15343,   21125,    6630,  302476,  293877,  324449,  321632,    4948,    7765,  329397,   15343,   21125,    6630,  302476,  293877,  324449,  321632,    4948,    7765,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    7290,    1316,    3668,     560,    7454,    2803,    9330,    7031,   -2040,     259,  100.0,    4.7,    6.4,    2.0,   91.8,   89.2,   98.5,   97.6,    1.5,    2.4,  100.0,    4.7,    6.4,    2.0,   91.8,   89.2,   98.5,   97.6,    1.5,    2.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     66,      5,      7,      4,     43,     35,     51,     43,     66,      5,      7,      4,     43,     35,     51,     43,      0,      0,      0,      0,      0,      0,      0,      0,    43.7,    42.3,    58.6,    64.7,    43.4,    39.4,    54.1,    60.0,    43.7,    42.3,    58.6,    64.7,    43.4,    39.4,    54.1,    60.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023397","IFED","023 "
"CHICAGO FIN BASIS - ICE FUTURES ENERGY DIV",240123,2024-01-23,023397,IFED,01,023 ,  322107,   14027,   17457,    6070,  295022,  291074,  315119,  314601,    6988,    7506,  322107,   14027,   17457,    6070,  295022,  291074,  315119,  314601,    6988,    7506,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -4633,    1915,    2469,    1039,   -5958,   -5920,   -3004,   -2412,   -1629,   -2221,  100.0,    4.4,    5.4,    1.9,   91.6,   90.4,   97.8,   97.7,    2.2,    2.3,  100.0,    4.4,    5.4,    1.9,   91.6,   90.4,   97.8,   97.7,    2.2,    2.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     62,      4,      6,      3,     41,     35,     47,     42,     62,      4,      6,      3,     41,     35,     47,     42,      0,      0,      0,      0,      0,      0,      0,      0,    43.9,    43.3,    59.3,    64.8,    43.7,    40.5,    54.2,    60.2,    43.9,    43.3,    59.3,    64.8,    43.7,    40.5,    54.2,    60.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023397","IFED","023 "
"CHICAGO FIN BASIS - ICE FUTURES ENERGY DIV",240116,2024-01-16,023397,IFED,01,023 ,  326740,   12112,   14988,    5031,  300980,  296994,  318123,  317013,    8617,    9727,  326740,   12112,   14988,    5031,  300980,  296994,  318123,  317013,    8617,    9727,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    9384,     167,    8391,     770,    8847,     242,    9784,    9403,    -400,     -19,  100.0,    3.7,    4.6,    1.5,   92.1,   90.9,   97.4,   97.0,    2.6,    3.0,  100.0,    3.7,    4.6,    1.5,   92.1,   90.9,   97.4,   97.0,    2.6,    3.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     59,      3,      5,      2,     40,     33,     45,     38,     59,      3,      5,      2,     40,     33,     45,     38,      0,      0,      0,      0,      0,      0,      0,      0,    43.0,    45.2,    59.2,    65.7,    42.7,    40.1,    53.9,    59.1,    43.0,    45.2,    59.2,    65.7,    42.7,    40.1,    53.9,    59.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023397","IFED","023 "
"CHICAGO FIN BASIS - ICE FUTURES ENERGY DIV",240109,2024-01-09,023397,IFED,01,023 ,  317356,   11945,    6597,    4261,  292133,  296752,  308339,  307610,    9017,    9746,  317356,   11945,    6597,    4261,  292133,  296752,  308339,  307610,    9017,    9746,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -30566,   -6186,    2787,    1453,  -26263,  -35438,  -30996,  -31198,     430,     632,  100.0,    3.8,    2.1,    1.3,   92.1,   93.5,   97.2,   96.9,    2.8,    3.1,  100.0,    3.8,    2.1,    1.3,   92.1,   93.5,   97.2,   96.9,    2.8,    3.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     57,      3,      4,      2,     39,     33,     44,     37,     57,      3,      4,      2,     39,     33,     44,     37,      0,      0,      0,      0,      0,      0,      0,      0,    42.3,    46.2,    59.0,    66.2,    42.1,    40.9,    53.2,    59.1,    42.3,    46.2,    59.0,    66.2,    42.1,    40.9,    53.2,    59.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023397","IFED","023 "
"CHICAGO FIN BASIS - ICE FUTURES ENERGY DIV",240102,2024-01-02,023397,IFED,01,023 ,  347922,   18131,    3810,    2808,  318396,  332190,  339335,  338808,    8587,    9114,  347922,   18131,    3810,    2808,  318396,  332190,  339335,  338808,    8587,    9114,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1778,   -2267,       0,    1070,   -1050,   -2793,   -2247,   -1723,     469,     -55,  100.0,    5.2,    1.1,    0.8,   91.5,   95.5,   97.5,   97.4,    2.5,    2.6,  100.0,    5.2,    1.1,    0.8,   91.5,   95.5,   97.5,   97.4,    2.5,    2.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     62,      6,      4,      2,     43,     33,     49,     39,     62,      6,      4,      2,     43,     33,     49,     39,      0,      0,      0,      0,      0,      0,      0,      0,    42.5,    47.5,    58.1,    66.7,    42.1,    42.3,    52.5,    59.9,    42.5,    47.5,    58.1,    66.7,    42.1,    42.3,    52.5,    59.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023397","IFED","023 "
"HSC FIN BASIS - ICE FUTURES ENERGY DIV",240213,2024-02-13,023398,IFED,01,023 ,  751771,      64,   79889,    5621,  737925,  659357,  743610,  744867,    8161,    6904,  751771,      64,   79889,    5621,  737925,  659357,  743610,  744867,    8161,    6904,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   17697,    -360,    -368,      14,   17387,   18126,   17041,   17772,     656,     -75,  100.0,    0.0,   10.6,    0.7,   98.2,   87.7,   98.9,   99.1,    1.1,    0.9,  100.0,    0.0,   10.6,    0.7,   98.2,   87.7,   98.9,   99.1,    1.1,    0.9,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     77,      2,     13,      9,     42,     48,     51,     64,     77,      2,     13,      9,     42,     48,     51,     64,      0,      0,      0,      0,      0,      0,      0,      0,    35.5,    51.7,    57.5,    66.7,    34.8,    47.6,    54.1,    60.2,    35.5,    51.7,    57.5,    66.7,    34.8,    47.6,    54.1,    60.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023398","IFED","023 "
"HSC FIN BASIS - ICE FUTURES ENERGY DIV",240206,2024-02-06,023398,IFED,01,023 ,  734074,     424,   80257,    5607,  720538,  641231,  726569,  727095,    7505,    6979,  734074,     424,   80257,    5607,  720538,  641231,  726569,  727095,    7505,    6979,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -29973,    -903,    5098,   -2201,  -27073,  -32102,  -30177,  -29205,     204,    -768,  100.0,    0.1,   10.9,    0.8,   98.2,   87.4,   99.0,   99.0,    1.0,    1.0,  100.0,    0.1,   10.9,    0.8,   98.2,   87.4,   99.0,   99.0,    1.0,    1.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     75,      1,     13,      7,     42,     48,     49,     63,     75,      1,     13,      7,     42,     48,     49,     63,      0,      0,      0,      0,      0,      0,      0,      0,    35.5,    52.0,    58.0,    66.9,    34.8,    47.5,    54.2,    60.8,    35.5,    52.0,    58.0,    66.9,    34.8,    47.5,    54.2,    60.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023398","IFED","023 "
"HSC FIN BASIS - ICE FUTURES ENERGY DIV",240130,2024-01-30,023398,IFED,01,023 ,  764047,    1327,   75159,    7808,  747611,  673333,  756746,  756300,    7301,    7747,  764047,    1327,   75159,    7808,  747611,  673333,  756746,  756300,    7301,    7747,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   17193,     648,    9306,    1051,   15919,    7092,   17618,   17449,    -425,    -256,  100.0,    0.2,    9.8,    1.0,   97.8,   88.1,   99.0,   99.0,    1.0,    1.0,  100.0,    0.2,    9.8,    1.0,   97.8,   88.1,   99.0,   99.0,    1.0,    1.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     80,      2,     15,     10,     45,     52,     55,     70,     80,      2,     15,     10,     45,     52,     55,     70,      0,      0,      0,      0,      0,      0,      0,      0,    35.6,    49.8,    58.5,    64.4,    34.9,    45.6,    54.6,    59.2,    35.6,    49.8,    58.5,    64.4,    34.9,    45.6,    54.6,    59.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023398","IFED","023 "
"HSC FIN BASIS - ICE FUTURES ENERGY DIV",240123,2024-01-23,023398,IFED,01,023 ,  746854,     679,   65853,    6757,  731692,  666241,  739128,  738851,    7726,    8003,  746854,     679,   65853,    6757,  731692,  666241,  739128,  738851,    7726,    8003,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2667,    -166,    -223,     525,    3881,    1911,    4240,    2213,   -1573,     454,  100.0,    0.1,    8.8,    0.9,   98.0,   89.2,   99.0,   98.9,    1.0,    1.1,  100.0,    0.1,    8.8,    0.9,   98.0,   89.2,   99.0,   98.9,    1.0,    1.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     75,      2,     12,      7,     42,     51,     49,     65,     75,      2,     12,      7,     42,     51,     49,     65,      0,      0,      0,      0,      0,      0,      0,      0,    35.7,    49.4,    59.3,    65.0,    34.9,    45.3,    55.4,    59.2,    35.7,    49.4,    59.3,    65.0,    34.9,    45.3,    55.4,    59.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023398","IFED","023 "
"HSC FIN BASIS - ICE FUTURES ENERGY DIV",240116,2024-01-16,023398,IFED,01,023 ,  744187,     845,   66076,    6232,  727811,  664330,  734888,  736638,    9299,    7549,  744187,     845,   66076,    6232,  727811,  664330,  734888,  736638,    9299,    7549,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   25073,    -651,   16724,    -612,   26020,    8395,   24757,   24507,     316,     566,  100.0,    0.1,    8.9,    0.8,   97.8,   89.3,   98.8,   99.0,    1.2,    1.0,  100.0,    0.1,    8.9,    0.8,   97.8,   89.3,   98.8,   99.0,    1.2,    1.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     71,      4,      8,      7,     44,     49,     51,     61,     71,      4,      8,      7,     44,     49,     51,     61,      0,      0,      0,      0,      0,      0,      0,      0,    35.8,    50.9,    59.5,    65.4,    35.0,    46.6,    55.2,    59.6,    35.8,    50.9,    59.5,    65.4,    35.0,    46.6,    55.2,    59.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023398","IFED","023 "
"HSC FIN BASIS - ICE FUTURES ENERGY DIV",240109,2024-01-09,023398,IFED,01,023 ,  719114,    1496,   49352,    6844,  701791,  655935,  710131,  712131,    8983,    6983,  719114,    1496,   49352,    6844,  701791,  655935,  710131,  712131,    8983,    6983,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -47123,   -1052,   13624,   -4397,  -40122,  -52571,  -45571,  -43344,   -1552,   -3779,  100.0,    0.2,    6.9,    1.0,   97.6,   91.2,   98.8,   99.0,    1.2,    1.0,  100.0,    0.2,    6.9,    1.0,   97.6,   91.2,   98.8,   99.0,    1.2,    1.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     69,      4,      6,      7,     45,     49,     52,     59,     69,      4,      6,      7,     45,     49,     52,     59,      0,      0,      0,      0,      0,      0,      0,      0,    36.0,    50.3,    58.5,    64.9,    34.4,    46.1,    54.4,    59.4,    36.0,    50.3,    58.5,    64.9,    34.4,    46.1,    54.4,    59.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023398","IFED","023 "
"HSC FIN BASIS - ICE FUTURES ENERGY DIV",240102,2024-01-02,023398,IFED,01,023 ,  766237,    2548,   35728,   11241,  741913,  708506,  755702,  755475,   10535,   10762,  766237,    2548,   35728,   11241,  741913,  708506,  755702,  755475,   10535,   10762,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   13046,    -667,    6157,     107,   10924,    6462,   10364,   12726,    2682,     320,  100.0,    0.3,    4.7,    1.5,   96.8,   92.5,   98.6,   98.6,    1.4,    1.4,  100.0,    0.3,    4.7,    1.5,   96.8,   92.5,   98.6,   98.6,    1.4,    1.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     71,      2,      8,      7,     48,     50,     55,     60,     71,      2,      8,      7,     48,     50,     55,     60,      0,      0,      0,      0,      0,      0,      0,      0,    37.0,    48.5,    58.4,    62.5,    34.5,    45.1,    55.0,    57.5,    37.0,    48.5,    58.4,    62.5,    34.5,    45.1,    55.0,    57.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023398","IFED","023 "
"WAHA FIN BASIS - ICE FUTURES ENERGY DIV",240213,2024-02-13,023399,IFED,01,023 ,  385826,      31,   10171,    5117,  369779,  357228,  374927,  372516,   10899,   13310,  385826,      31,   10171,    5117,  369779,  357228,  374927,  372516,   10899,   13310,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    8877,      31,   -4065,    1814,    4947,    9889,    6792,    7638,    2085,    1239,  100.0,    0.0,    2.6,    1.3,   95.8,   92.6,   97.2,   96.6,    2.8,    3.4,  100.0,    0.0,    2.6,    1.3,   95.8,   92.6,   97.2,   96.6,    2.8,    3.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     54,      1,      5,      2,     40,     32,     42,     38,     54,      1,      5,      2,     40,     32,     42,     38,      0,      0,      0,      0,      0,      0,      0,      0,    33.9,    49.0,    53.8,    64.2,    32.5,    44.2,    50.7,    58.0,    33.9,    49.0,    53.8,    64.2,    32.5,    44.2,    50.7,    58.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023399","IFED","023 "
"WAHA FIN BASIS - ICE FUTURES ENERGY DIV",240206,2024-02-06,023399,IFED,01,023 ,  376949,       0,   14236,    3303,  364832,  347339,  368135,  364878,    8814,   12071,  376949,       0,   14236,    3303,  364832,  347339,  368135,  364878,    8814,   12071,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -14688,    -290,    4541,    -682,  -14098,  -13722,  -15070,   -9863,     382,   -4825,  100.0,    0.0,    3.8,    0.9,   96.8,   92.1,   97.7,   96.8,    2.3,    3.2,  100.0,    0.0,    3.8,    0.9,   96.8,   92.1,   97.7,   96.8,    2.3,    3.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     55,      0,      6,      2,     40,     33,     42,     39,     55,      0,      6,      2,     40,     33,     42,     39,      0,      0,      0,      0,      0,      0,      0,      0,    34.3,    50.0,    54.5,    64.6,    32.9,    45.9,    52.1,    58.7,    34.3,    50.0,    54.5,    64.6,    32.9,    45.9,    52.1,    58.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)","023399","IFED","023 "
